ENSG00000223972.5	chr1:11869
ENSG00000141337.12	chr17:68259182
ENSG00000108932.11	chr17:68291267
ENSG00000267009.6	chr17:68413623
ENSG00000070540.12	chr17:68457513
ENSG00000207561.1	chr17:68424548
ENSG00000108946.14	chr17:68511780
ENSG00000108950.11	chr17:68601389
ENSG00000267461.1	chr17:68557516
ENSG00000267659.5	chr17:68591796
ENSG00000283376.1	chr17:68716064
ENSG00000267250.1	chr17:68797822
ENSG00000141338.13	chr17:68955392
ENSG00000231749.3	chr17:68944531
ENSG00000154258.16	chr17:69061064
ENSG00000154262.12	chr17:69141888
ENSG00000267361.1	chr17:69095499
ENSG00000265331.1	chr17:69099542
ENSG00000283385.1	chr17:69099632
ENSG00000154263.17	chr17:69244846
ENSG00000278873.1	chr17:69235012
ENSG00000154265.15	chr17:69327244
ENSG00000267203.1	chr17:69318733
ENSG00000252352.1	chr17:69355218
ENSG00000108984.13	chr17:69414698
ENSG00000278972.1	chr17:69433084
ENSG00000267653.1	chr17:69501755
ENSG00000267194.1	chr17:69551358
ENSG00000227517.6	chr17:69577251
ENSG00000267184.1	chr17:69707373
ENSG00000237560.5	chr17:69961707
ENSG00000199801.1	chr17:69985986
ENSG00000230258.6	chr17:70128859
ENSG00000267603.1	chr17:70051277
ENSG00000153822.13	chr17:70053429
ENSG00000267365.1	chr17:70169402
ENSG00000123700.4	chr17:70168673
ENSG00000267170.1	chr17:70241324
ENSG00000267109.1	chr17:70368916
ENSG00000267471.1	chr17:70629265
ENSG00000271239.1	chr17:70779230
ENSG00000271101.1	chr17:71011997
ENSG00000260785.1	chr17:71202177
ENSG00000238759.1	chr17:71298218
ENSG00000225818.1	chr17:71596338
ENSG00000228118.3	chr17:71620978
ENSG00000283517.1	chr17:71871750
ENSG00000228639.6	chr17:72034092
ENSG00000256124.5	chr17:72030291
ENSG00000234899.9	chr17:72237203
ENSG00000226101.1	chr17:72072333
ENSG00000125398.5	chr17:72121020
ENSG00000227036.6	chr17:72640472
ENSG00000264026.1	chr17:72342940
ENSG00000263680.2	chr17:72425939
ENSG00000243514.2	chr17:72627231
ENSG00000263893.2	chr17:72642731
ENSG00000133195.11	chr17:73092712
ENSG00000200783.1	chr17:72664152
ENSG00000252274.1	chr17:72818972
ENSG00000264196.1	chr17:72839039
ENSG00000266501.1	chr17:73068288
ENSG00000265469.1	chr17:73163359
ENSG00000264860.1	chr17:73164977
ENSG00000180616.8	chr17:73165012
ENSG00000166685.11	chr17:73192632
ENSG00000277728.1	chr17:73203431
ENSG00000133193.12	chr17:73236753
ENSG00000141219.15	chr17:73232233
ENSG00000265010.1	chr17:73243093
ENSG00000187959.9	chr17:73262352
ENSG00000179604.9	chr17:73312175
ENSG00000069188.16	chr17:73644089
ENSG00000264985.2	chr17:73513612
ENSG00000264750.1	chr17:73641026
ENSG00000265935.1	chr17:73663848
ENSG00000263574.1	chr17:73737854
ENSG00000177338.13	chr17:73828520
ENSG00000234721.2	chr17:73786802
ENSG00000265927.1	chr17:73836019
ENSG00000266765.1	chr17:73911878
ENSG00000266357.5	chr17:74154212
ENSG00000172809.12	chr17:74203582
ENSG00000246731.2	chr17:74213342
ENSG00000141540.10	chr17:74213514
ENSG00000264272.1	chr17:74262020
ENSG00000171595.13	chr17:74274247
ENSG00000266106.1	chr17:74309790
ENSG00000196169.14	chr17:74326210
ENSG00000204347.3	chr17:74361946
ENSG00000257008.6	chr17:74367407
ENSG00000200021.1	chr17:74417704
ENSG00000170412.16	chr17:74424851
ENSG00000167851.13	chr17:74466416
ENSG00000178789.8	chr17:74531474
ENSG00000167850.3	chr17:74546143
ENSG00000236770.1	chr17:74552737
ENSG00000204345.1	chr17:74592283
ENSG00000182352.8	chr17:74584679
ENSG00000261222.2	chr17:74599840
ENSG00000186407.6	chr17:74623738
ENSG00000172794.19	chr17:74670578
ENSG00000264659.1	chr17:74677600
ENSG00000186074.18	chr17:74712978
ENSG00000266036.1	chr17:74748912
ENSG00000284186.1	chr17:74748613
ENSG00000109062.11	chr17:74748652
ENSG00000109065.11	chr17:74776367
ENSG00000109066.13	chr17:74776483
ENSG00000161509.13	chr17:74861504
ENSG00000161513.11	chr17:74873031
ENSG00000172782.11	chr17:74893781
ENSG00000182040.8	chr17:74923256
ENSG00000183034.12	chr17:74924275
ENSG00000182938.4	chr17:74935719
ENSG00000167861.15	chr17:74973166
ENSG00000263586.1	chr17:74970704
ENSG00000109089.7	chr17:74987632
ENSG00000167862.9	chr17:75012670
ENSG00000252545.1	chr17:75031097
ENSG00000180901.10	chr17:75032575
ENSG00000167863.11	chr17:75046985
ENSG00000239607.3	chr17:75041740
ENSG00000270993.1	chr17:75060620
ENSG00000232724.1	chr17:75074306
ENSG00000170190.15	chr17:75087727
ENSG00000206713.1	chr17:75089974
ENSG00000125449.6	chr17:75109952
ENSG00000125458.6	chr17:75131795
ENSG00000279035.1	chr17:75130883
ENSG00000189159.15	chr17:75168281
ENSG00000265800.1	chr17:75141350
ENSG00000263786.1	chr17:75146546
ENSG00000252042.1	chr17:75145670
ENSG00000188612.11	chr17:75182983
ENSG00000125450.10	chr17:75205659
ENSG00000125447.16	chr17:75262363
ENSG00000125445.10	chr17:75261674
ENSG00000125457.13	chr17:75271227
ENSG00000263843.1	chr17:75271369
ENSG00000125454.11	chr17:75289510
ENSG00000177885.13	chr17:75405709
ENSG00000228007.1	chr17:75338827
ENSG00000265987.1	chr17:75344405
ENSG00000264853.1	chr17:75373736
ENSG00000265342.1	chr17:75394123
ENSG00000264511.1	chr17:75406069
ENSG00000223217.1	chr17:75409188
ENSG00000202332.1	chr17:75431990
ENSG00000177728.16	chr17:75441159
ENSG00000284595.1	chr17:75498548
ENSG00000177303.9	chr17:75515583
ENSG00000182173.12	chr17:75516060
ENSG00000073350.13	chr17:75525080
ENSG00000266714.6	chr17:75588058
ENSG00000108469.14	chr17:75667189
ENSG00000204323.5	chr17:75633434
ENSG00000259120.2	chr17:75646243
ENSG00000161526.14	chr17:75667116
ENSG00000264829.1	chr17:75679967
ENSG00000264270.1	chr17:75684799
ENSG00000132470.13	chr17:75721328
ENSG00000108479.11	chr17:75765711
ENSG00000132475.10	chr17:75785893
ENSG00000283853.1	chr17:75784607
ENSG00000132478.9	chr17:75784771
ENSG00000266980.1	chr17:75820055
ENSG00000092929.11	chr17:75844717
ENSG00000132471.11	chr17:75856507
ENSG00000132481.6	chr17:75878575
ENSG00000267801.1	chr17:75876372
ENSG00000141569.10	chr17:75897003
ENSG00000267342.1	chr17:75897060
ENSG00000204316.12	chr17:75905413
ENSG00000267426.5	chr17:75930129
ENSG00000188878.19	chr17:75941140
ENSG00000161533.11	chr17:75979363
ENSG00000267615.1	chr17:75943832
ENSG00000257949.6	chr17:75979220
ENSG00000261408.6	chr17:75979231
ENSG00000250506.7	chr17:76000906
ENSG00000167880.7	chr17:76027452
ENSG00000167881.14	chr17:76072653
ENSG00000186919.12	chr17:76071961
ENSG00000182687.3	chr17:76074794
ENSG00000182473.21	chr17:76121576
ENSG00000279382.1	chr17:76090308
ENSG00000275360.1	chr17:76098076
ENSG00000129654.7	chr17:76141299
ENSG00000267128.1	chr17:76140556
ENSG00000141576.14	chr17:76240373
ENSG00000267376.1	chr17:76202796
ENSG00000228218.1	chr17:76226806
ENSG00000185262.8	chr17:76265202
ENSG00000129646.14	chr17:76307998
ENSG00000161542.16	chr17:76384521
ENSG00000251779.1	chr17:76319376
ENSG00000207169.1	chr17:76337316
ENSG00000267518.1	chr17:76345761
ENSG00000176170.13	chr17:76376584
ENSG00000175931.12	chr17:76453206
ENSG00000242931.1	chr17:76431124
ENSG00000129673.9	chr17:76453351
ENSG00000129667.12	chr17:76501790
ENSG00000161544.9	chr17:76551175
ENSG00000214140.10	chr17:76527586
ENSG00000267546.2	chr17:76557683
ENSG00000267543.1	chr17:76549951
ENSG00000272386.1	chr17:76551352
ENSG00000163597.14	chr17:76557766
ENSG00000274091.1	chr17:76558791
ENSG00000199961.1	chr17:76561109
ENSG00000278261.1	chr17:76561634
ENSG00000284526.1	chr17:76570544
ENSG00000070731.10	chr17:76586956
ENSG00000267078.1	chr17:76569792
ENSG00000267084.1	chr17:76595772
ENSG00000070526.14	chr17:76643838
ENSG00000199735.1	chr17:76656320
ENSG00000261335.1	chr17:76671942
ENSG00000182534.13	chr17:76711016
ENSG00000212418.1	chr17:76703727
ENSG00000277382.1	chr17:76709760
ENSG00000070495.14	chr17:76726799
ENSG00000274051.1	chr17:76721396
ENSG00000181038.13	chr17:76726830
ENSG00000267168.1	chr17:76732978
ENSG00000161547.16	chr17:76737374
ENSG00000092931.11	chr17:76735865
ENSG00000283805.1	chr17:76736548
ENSG00000200257.1	chr17:76752912
ENSG00000267065.2	chr17:76799044
ENSG00000267535.1	chr17:76850176
ENSG00000167889.12	chr17:76868456
ENSG00000267568.6	chr17:76969156
ENSG00000267521.1	chr17:76958222
ENSG00000280122.1	chr17:76969530
ENSG00000276202.1	chr17:77014880
ENSG00000234912.11	chr17:77086716
ENSG00000129657.14	chr17:77086716
ENSG00000275143.1	chr17:77089307
ENSG00000284250.1	chr17:77089417
ENSG00000222808.1	chr17:77152674
ENSG00000262870.1	chr17:77199543
ENSG00000263718.2	chr17:77281897
ENSG00000265121.1	chr17:77264776
ENSG00000184640.17	chr17:77280569
ENSG00000266998.1	chr17:77377236
ENSG00000264060.1	chr17:77397054
ENSG00000200651.1	chr17:77442109
ENSG00000279801.1	chr17:77444704
ENSG00000267263.1	chr17:77469068
ENSG00000267016.1	chr17:77472770
ENSG00000267665.1	chr17:77526998
ENSG00000267506.5	chr17:77546940
ENSG00000267466.1	chr17:77568695
ENSG00000279572.1	chr17:77571418
ENSG00000267790.1	chr17:77728559
ENSG00000204283.3	chr17:77884087
ENSG00000238898.1	chr17:77920098
ENSG00000078687.17	chr17:77959240
ENSG00000279600.1	chr17:78008421
ENSG00000267463.1	chr17:78066761
ENSG00000238658.1	chr17:78066947
ENSG00000204282.4	chr17:78111799
ENSG00000141524.15	chr17:78132407
ENSG00000167895.14	chr17:78130770
ENSG00000187997.11	chr17:78146353
ENSG00000267679.1	chr17:78157403
ENSG00000108639.7	chr17:78168558
ENSG00000167900.11	chr17:78187233
ENSG00000183077.15	chr17:78187317
ENSG00000267624.1	chr17:78211908
ENSG00000089685.14	chr17:78214186
ENSG00000204278.12	chr17:78231310
ENSG00000283914.1	chr17:78248193
ENSG00000267676.1	chr17:78254416
ENSG00000279886.1	chr17:78250932
ENSG00000204277.1	chr17:78278492
ENSG00000267737.1	chr17:78315729
ENSG00000184557.4	chr17:78360077
ENSG00000266970.1	chr17:78360453
ENSG00000243870.3	chr17:78371135
ENSG00000087157.18	chr17:78378640
ENSG00000200063.1	chr17:78399935
ENSG00000187775.16	chr17:78577394
ENSG00000267432.5	chr17:78484882
ENSG00000267770.1	chr17:78522247
ENSG00000243426.3	chr17:78533055
ENSG00000267123.5	chr17:78632057
ENSG00000108669.16	chr17:78782297
ENSG00000279570.1	chr17:78691979
ENSG00000252391.1	chr17:78696797
ENSG00000055483.19	chr17:78841441
ENSG00000267355.2	chr17:78846868
ENSG00000035862.12	chr17:78925387
ENSG00000267601.1	chr17:78855478
ENSG00000178404.9	chr17:78903217
ENSG00000279339.1	chr17:78897264
ENSG00000267491.1	chr17:78903263
ENSG00000108679.12	chr17:78980109
ENSG00000171302.16	chr17:79009867
ENSG00000265096.1	chr17:79027655
ENSG00000173918.14	chr17:79022814
ENSG00000167280.16	chr17:79074939
ENSG00000167281.18	chr17:79516148
ENSG00000266711.1	chr17:79132722
ENSG00000263278.2	chr17:79603921
ENSG00000266665.1	chr17:79707249
ENSG00000267719.1	chr17:79707266
ENSG00000182156.9	chr17:79730919
ENSG00000173894.10	chr17:79778132
ENSG00000141570.10	chr17:79801683
ENSG00000262768.2	chr17:79800598
ENSG00000262772.1	chr17:79823452
ENSG00000141582.14	chr17:79839429
ENSG00000262343.1	chr17:79850110
ENSG00000262585.1	chr17:79926725
ENSG00000262188.1	chr17:79919357
ENSG00000167291.15	chr17:80035848
ENSG00000275516.1	chr17:79952663
ENSG00000262172.1	chr17:79992841
ENSG00000261978.1	chr17:80023894
ENSG00000141519.14	chr17:80036632
ENSG00000265561.2	chr17:80098828
ENSG00000171298.12	chr17:80101556
ENSG00000141543.9	chr17:80147183
ENSG00000279259.1	chr17:80147250
ENSG00000275479.1	chr17:80149627
ENSG00000141527.16	chr17:80169992
ENSG00000262580.5	chr17:80205949
ENSG00000181523.12	chr17:80220923
ENSG00000181045.14	chr17:80219699
ENSG00000173821.19	chr17:80260866
ENSG00000262979.1	chr17:80315651
ENSG00000276863.1	chr17:80334366
ENSG00000280248.1	chr17:80339898
ENSG00000263069.5	chr17:80415168
ENSG00000173818.16	chr17:80415165
ENSG00000264961.1	chr17:80419418
ENSG00000260369.2	chr17:80454729
ENSG00000279273.1	chr17:80465593
ENSG00000171246.5	chr17:80477843
ENSG00000262000.1	chr17:80515215
ENSG00000271340.1	chr17:80515657
ENSG00000213128.3	chr17:80542203
ENSG00000141564.13	chr17:80544819
ENSG00000232083.3	chr17:80602926
ENSG00000262833.1	chr17:80805632
ENSG00000262313.1	chr17:80942033
ENSG00000262662.1	chr17:80961713
ENSG00000261924.1	chr17:80971213
ENSG00000240270.1	chr17:80976454
ENSG00000176108.9	chr17:80991598
ENSG00000263218.2	chr17:81000130
ENSG00000280351.2	chr17:81003335
ENSG00000262873.1	chr17:81020011
ENSG00000262098.1	chr17:81025503
ENSG00000226137.5	chr17:81034881
ENSG00000175866.15	chr17:81035122
ENSG00000181409.11	chr17:81166077
ENSG00000207736.1	chr17:81125373
ENSG00000211563.4	chr17:81125877
ENSG00000283604.1	chr17:81125949
ENSG00000221025.1	chr17:81133308
ENSG00000263167.1	chr17:81135771
ENSG00000225180.7	chr17:81165507
ENSG00000141577.13	chr17:81222999
ENSG00000262115.1	chr17:81197393
ENSG00000167302.10	chr17:81239091
ENSG00000260005.6	chr17:81228707
ENSG00000224877.3	chr17:81239239
ENSG00000157637.12	chr17:81295547
ENSG00000276101.1	chr17:81251194
ENSG00000279187.1	chr17:81262920
ENSG00000185168.5	chr17:81309248
ENSG00000185332.6	chr17:81330674
ENSG00000275542.1	chr17:81339691
ENSG00000275966.1	chr17:81345966
ENSG00000263154.1	chr17:81362272
ENSG00000262223.6	chr17:81385360
ENSG00000274833.1	chr17:81387415
ENSG00000262877.4	chr17:81390256
ENSG00000266074.8	chr17:81395475
ENSG00000279692.1	chr17:81397144
ENSG00000266392.1	chr17:81400778
ENSG00000266189.1	chr17:81451188
ENSG00000263271.1	chr17:81461937
ENSG00000278200.1	chr17:81481570
ENSG00000184009.9	chr17:81523847
ENSG00000229947.1	chr17:81513063
ENSG00000229848.1	chr17:81514047
ENSG00000186765.11	chr17:81528396
ENSG00000185504.16	chr17:81553961
ENSG00000182446.13	chr17:81648465
ENSG00000207021.1	chr17:81573490
ENSG00000182612.10	chr17:81637171
ENSG00000185527.11	chr17:81663112
ENSG00000204237.4	chr17:81666635
ENSG00000185298.12	chr17:81666364
ENSG00000214087.8	chr17:81683924
ENSG00000185359.12	chr17:81683326
ENSG00000277784.1	chr17:81693757
ENSG00000275902.1	chr17:81697714
ENSG00000262049.1	chr17:81703300
ENSG00000262814.7	chr17:81703357
ENSG00000262660.1	chr17:81703371
ENSG00000183048.11	chr17:81712236
ENSG00000215644.9	chr17:81804132
ENSG00000225663.7	chr17:81833302
ENSG00000182676.4	chr17:81835050
ENSG00000185624.14	chr17:81860694
ENSG00000262831.1	chr17:81843165
ENSG00000278876.1	chr17:81862778
ENSG00000262413.1	chr17:81867721
ENSG00000141522.11	chr17:81871406
ENSG00000263731.1	chr17:81881106
ENSG00000263859.1	chr17:81878667
ENSG00000183684.7	chr17:81891586
ENSG00000141552.17	chr17:81890790
ENSG00000183979.7	chr17:81900745
ENSG00000185813.10	chr17:81911464
ENSG00000187531.13	chr17:81921323
ENSG00000197063.10	chr17:81927714
ENSG00000264769.1	chr17:81922899
ENSG00000265688.1	chr17:81927829
ENSG00000183010.16	chr17:81942412
ENSG00000263585.1	chr17:81932398
ENSG00000185105.5	chr17:81947233
ENSG00000235296.1	chr17:81941869
ENSG00000185269.11	chr17:81961840
ENSG00000264735.1	chr17:81966589
ENSG00000169696.15	chr17:81976807
ENSG00000169689.14	chr17:82024107
ENSG00000169683.7	chr17:82023302
ENSG00000169750.8	chr17:82031624
ENSG00000169738.7	chr17:82037732
ENSG00000279372.1	chr17:82035800
ENSG00000264569.1	chr17:82037905
ENSG00000169733.11	chr17:82051831
ENSG00000169727.12	chr17:82050691
ENSG00000169718.17	chr17:82065887
ENSG00000169710.8	chr17:82098332
ENSG00000176155.18	chr17:82212830
ENSG00000265678.1	chr17:82153430
ENSG00000266654.1	chr17:82160056
ENSG00000264548.1	chr17:82214227
ENSG00000141526.16	chr17:82228397
ENSG00000284574.1	chr17:82236668
ENSG00000141551.14	chr17:82273731
ENSG00000275888.1	chr17:82244770
ENSG00000280407.2	chr17:82249067
ENSG00000265692.1	chr17:82292814
ENSG00000260563.3	chr17:82293716
ENSG00000173762.7	chr17:82317602
ENSG00000141574.7	chr17:82334074
ENSG00000182459.4	chr17:82359247
ENSG00000278964.1	chr17:82363196
ENSG00000181408.3	chr17:82374230
ENSG00000260011.2	chr17:82382690
ENSG00000181396.12	chr17:82418637
ENSG00000264812.1	chr17:82401382
ENSG00000201239.1	chr17:82417226
ENSG00000169660.15	chr17:82418318
ENSG00000279066.1	chr17:82425498
ENSG00000178927.17	chr17:82450829
ENSG00000265458.1	chr17:82458521
ENSG00000141562.17	chr17:82458180
ENSG00000279744.1	chr17:82462601
ENSG00000266445.1	chr17:82477924
ENSG00000266236.1	chr17:82482098
ENSG00000141568.20	chr17:82519713
ENSG00000265136.1	chr17:82577391
ENSG00000262652.1	chr17:82578023
ENSG00000262147.1	chr17:82588411
ENSG00000261845.2	chr17:82604178
ENSG00000141580.15	chr17:82648553
ENSG00000279613.1	chr17:82648849
ENSG00000141542.10	chr17:82698728
ENSG00000266107.1	chr17:82668307
ENSG00000263063.1	chr17:82716255
ENSG00000141560.14	chr17:82716683
ENSG00000263321.1	chr17:82734143
ENSG00000167363.13	chr17:82735575
ENSG00000262410.1	chr17:82745068
ENSG00000141556.20	chr17:82752064
ENSG00000263098.1	chr17:82796095
ENSG00000141579.6	chr17:82840578
ENSG00000262663.1	chr17:82918282
ENSG00000175711.8	chr17:83051810
ENSG00000262339.5	chr17:82978525
ENSG00000176845.12	chr17:83079691
ENSG00000274370.1	chr17:83098377
ENSG00000261888.1	chr17:83104255
ENSG00000279143.1	chr17:83136150
ENSG00000262898.1	chr17:83144131
ENSG00000262952.1	chr17:83211996
ENSG00000262094.1	chr17:83227721
ENSG00000232938.2	chr17:83226897
ENSG00000262352.1	chr18:11103
ENSG00000263305.1	chr18:16898
ENSG00000262181.2	chr18:45034
ENSG00000173213.9	chr18:49557
ENSG00000282965.1	chr18:73545
ENSG00000262081.2	chr18:88570
ENSG00000274446.1	chr18:94330
ENSG00000263006.6	chr18:109065
ENSG00000277521.1	chr18:112339
ENSG00000101557.14	chr18:158383
ENSG00000079134.11	chr18:268050
ENSG00000263884.1	chr18:268148
ENSG00000264514.1	chr18:316737
ENSG00000158270.11	chr18:500722
ENSG00000265477.1	chr18:424416
ENSG00000264265.1	chr18:515294
ENSG00000177143.4	chr18:580357
ENSG00000222174.1	chr18:586850
ENSG00000079101.16	chr18:596988
ENSG00000176912.3	chr18:658340
ENSG00000266456.1	chr18:650229
ENSG00000263727.1	chr18:657259
ENSG00000176890.15	chr18:657604
ENSG00000132199.18	chr18:712676
ENSG00000265490.1	chr18:706523
ENSG00000176105.13	chr18:812546
ENSG00000266171.1	chr18:735746
ENSG00000264339.1	chr18:738058
ENSG00000264635.1	chr18:739662
ENSG00000206687.1	chr18:798135
ENSG00000273355.1	chr18:813274
ENSG00000266575.1	chr18:832238
ENSG00000264179.1	chr18:856526
ENSG00000265671.1	chr18:907680
ENSG00000265179.6	chr18:906667
ENSG00000141433.12	chr18:904943
ENSG00000259837.1	chr18:927993
ENSG00000272461.1	chr18:976883
ENSG00000263551.5	chr18:976589
ENSG00000263505.1	chr18:1160404
ENSG00000266251.1	chr18:1177012
ENSG00000132204.13	chr18:1408344
ENSG00000199197.1	chr18:1324085
ENSG00000263396.1	chr18:1357651
ENSG00000265417.1	chr18:1363873
ENSG00000266602.1	chr18:1509183
ENSG00000266450.1	chr18:1655177
ENSG00000264080.1	chr18:1780329
ENSG00000263745.6	chr18:2489426
ENSG00000264189.1	chr18:1929094
ENSG00000101574.14	chr18:2571509
ENSG00000238575.1	chr18:2555358
ENSG00000266783.1	chr18:2562220
ENSG00000264150.1	chr18:2568392
ENSG00000080986.12	chr18:2571511
ENSG00000235422.1	chr18:2594913
ENSG00000202224.1	chr18:2621090
ENSG00000200875.1	chr18:2649867
ENSG00000266405.3	chr18:2655395
ENSG00000101596.14	chr18:2655738
ENSG00000266049.1	chr18:2833065
ENSG00000207034.1	chr18:2778941
ENSG00000132205.10	chr18:2847030
ENSG00000101577.9	chr18:3013315
ENSG00000272625.1	chr18:2920966
ENSG00000263606.1	chr18:2946890
ENSG00000265907.1	chr18:2948238
ENSG00000266397.1	chr18:2967018
ENSG00000264186.1	chr18:2990652
ENSG00000277447.1	chr18:3025387
ENSG00000252258.1	chr18:3025566
ENSG00000101605.12	chr18:3220108
ENSG00000252353.1	chr18:3093568
ENSG00000265399.1	chr18:3190397
ENSG00000272688.1	chr18:3247086
ENSG00000101608.12	chr18:3247481
ENSG00000264235.5	chr18:3261850
ENSG00000118680.12	chr18:3261909
ENSG00000266578.1	chr18:3284145
ENSG00000259256.1	chr18:3350559
ENSG00000240364.1	chr18:3378247
ENSG00000265243.1	chr18:3394889
ENSG00000243720.1	chr18:3406818
ENSG00000177426.20	chr18:3411608
ENSG00000263460.1	chr18:3415145
ENSG00000266835.5	chr18:3466250
ENSG00000170579.16	chr18:4455335
ENSG00000241223.3	chr18:3571511
ENSG00000266373.1	chr18:3580169
ENSG00000177337.7	chr18:3593732
ENSG00000262001.1	chr18:3603000
ENSG00000266401.1	chr18:3653410
ENSG00000266513.1	chr18:3771430
ENSG00000263724.1	chr18:3878180
ENSG00000275518.1	chr18:3885353
ENSG00000207278.1	chr18:3894805
ENSG00000263878.1	chr18:3962353
ENSG00000250933.1	chr18:3978615
ENSG00000261520.5	chr18:4264602
ENSG00000264246.1	chr18:4430945
ENSG00000265545.1	chr18:4459230
ENSG00000266268.5	chr18:5004537
ENSG00000264775.1	chr18:5003254
ENSG00000265514.1	chr18:5081182
ENSG00000215368.5	chr18:5133229
ENSG00000231824.3	chr18:5197503
ENSG00000266153.1	chr18:5159332
ENSG00000265091.5	chr18:5238526
ENSG00000264575.1	chr18:5238598
ENSG00000263753.6	chr18:5237826
ENSG00000265188.1	chr18:5241167
ENSG00000198081.10	chr18:5297053
ENSG00000264254.1	chr18:5310396
ENSG00000266288.1	chr18:5385330
ENSG00000082397.17	chr18:5630700
ENSG00000265316.1	chr18:5463627
ENSG00000264000.1	chr18:5567130
ENSG00000261738.6	chr18:5748819
ENSG00000272380.1	chr18:5840695
ENSG00000206432.4	chr18:5895955
ENSG00000264449.5	chr18:5887487
ENSG00000154655.15	chr18:6415237
ENSG00000265487.1	chr18:5956101
ENSG00000200637.1	chr18:6017839
ENSG00000266846.1	chr18:6025091
ENSG00000264707.1	chr18:6256747
ENSG00000283532.1	chr18:6374425
ENSG00000279885.1	chr18:6398020
ENSG00000199272.1	chr18:6454962
ENSG00000235552.4	chr18:6463015
ENSG00000266065.1	chr18:6493420
ENSG00000265944.1	chr18:6511416
ENSG00000265174.1	chr18:6557822
ENSG00000243591.3	chr18:6601540
ENSG00000261627.1	chr18:6642478
ENSG00000279479.1	chr18:6727053
ENSG00000266441.1	chr18:6729862
ENSG00000088756.12	chr18:6729718
ENSG00000263797.1	chr18:6875024
ENSG00000265933.5	chr18:6929966
ENSG00000264127.1	chr18:6926944
ENSG00000251897.1	chr18:6937020
ENSG00000101680.14	chr18:7117814
ENSG00000265069.1	chr18:6954677
ENSG00000264475.1	chr18:7076817
ENSG00000263716.1	chr18:7134931
ENSG00000206422.2	chr18:7231125
ENSG00000212626.1	chr18:7301153
ENSG00000173482.16	chr18:7566782
ENSG00000266767.1	chr18:7754831
ENSG00000264596.1	chr18:7814118
ENSG00000199856.2	chr18:7995570
ENSG00000273368.1	chr18:8154558
ENSG00000266149.1	chr18:8367034
ENSG00000265413.1	chr18:8402847
ENSG00000263970.1	chr18:8406953
ENSG00000266613.1	chr18:8412129
ENSG00000242985.3	chr18:8471831
ENSG00000229442.2	chr18:8486997
ENSG00000225212.4	chr18:8545635
ENSG00000206418.3	chr18:8609445
ENSG00000266708.1	chr18:8636347
ENSG00000263935.1	chr18:8688410
ENSG00000265962.1	chr18:8707621
ENSG00000168502.17	chr18:8705661
ENSG00000252319.1	chr18:8720132
ENSG00000272788.1	chr18:8801656
ENSG00000242058.2	chr18:9020029
ENSG00000178127.12	chr18:9102630
ENSG00000265257.5	chr18:9102736
ENSG00000263847.1	chr18:9115877
ENSG00000266053.2	chr18:9136645
ENSG00000101745.16	chr18:9136228
ENSG00000200883.1	chr18:9249746
ENSG00000207092.1	chr18:9250110
ENSG00000273284.1	chr18:9259388
ENSG00000264964.1	chr18:9334441
ENSG00000128791.11	chr18:9334767
ENSG00000273335.1	chr18:9474006
ENSG00000017797.12	chr18:9475009
ENSG00000266805.1	chr18:9506242
ENSG00000251994.1	chr18:9518260
ENSG00000154845.15	chr18:9615240
ENSG00000266541.1	chr18:9587386
ENSG00000263627.1	chr18:9615264
ENSG00000212572.1	chr18:9618072
ENSG00000264644.1	chr18:9679493
ENSG00000168461.12	chr18:9708165
ENSG00000266891.1	chr18:9735602
ENSG00000266127.1	chr18:9785108
ENSG00000242651.3	chr18:9830627
ENSG00000252680.1	chr18:9844846
ENSG00000265564.1	chr18:9880886
ENSG00000168454.11	chr18:9885726
ENSG00000272799.1	chr18:9912849
ENSG00000101558.13	chr18:9914002
ENSG00000223138.1	chr18:9923920
ENSG00000265554.1	chr18:10125340
ENSG00000264876.1	chr18:10372380
ENSG00000266102.1	chr18:10375103
ENSG00000260913.1	chr18:10414515
ENSG00000154856.12	chr18:10454628
ENSG00000134265.12	chr18:10525905
ENSG00000265728.1	chr18:10594590
ENSG00000266604.1	chr18:10626353
ENSG00000264503.1	chr18:10622267
ENSG00000264311.1	chr18:10624305
ENSG00000264072.1	chr18:10628846
ENSG00000266470.1	chr18:10632238
ENSG00000265038.1	chr18:10636670
ENSG00000260779.1	chr18:10661933
ENSG00000154864.11	chr18:11148762
ENSG00000264843.1	chr18:10704297
ENSG00000264714.1	chr18:10724619
ENSG00000274838.1	chr18:10759649
ENSG00000263952.5	chr18:10893617
ENSG00000263682.1	chr18:11326270
ENSG00000267051.1	chr18:11378409
ENSG00000273119.1	chr18:11390729
ENSG00000267564.1	chr18:11489369
ENSG00000267425.1	chr18:11454478
ENSG00000267252.5	chr18:11488570
ENSG00000267371.1	chr18:11552366
ENSG00000236396.8	chr18:11609596
ENSG00000267794.1	chr18:11618208
ENSG00000257513.7	chr18:11639699
ENSG00000267143.1	chr18:11621158
ENSG00000267773.1	chr18:11644336
ENSG00000283492.1	chr18:11654941
ENSG00000260759.1	chr18:11670165
ENSG00000141404.15	chr18:11688956
ENSG00000267333.1	chr18:11745626
ENSG00000267455.1	chr18:11811484
ENSG00000255112.2	chr18:11851396
ENSG00000267165.1	chr18:11852751
ENSG00000272703.1	chr18:11857554
ENSG00000154889.16	chr18:11909223
ENSG00000273141.1	chr18:11908712
ENSG00000267079.1	chr18:11914344
